"user_id","transactions_count","distinct_servers_count","transactions_size_mean","transactions_geodesic_distance_mean","transactions_iat_mean"
24012,7849,4748,1653,8734,307
24024,3416,2339,4720,8664,58
24043,12,2,607,1146,103001
24061,1,1,69702,8417,2419200
24066,4,1,2328870,6877,303128
24069,1,1,425,0,2419200
24089,1,1,20208,0,2419200
24122,1,1,3280752,6877,2419200
24143,119,1,564,6877,14192
24178,1768,1065,1039,8646,604
24192,2,1,516249,6877,0
24224,2,1,3750,0,353116
24261,5,2,103113,6877,196116
24284,4623,3126,1540,8947,392
24290,62,4,1467820,6877,25034
24313,1,1,539,6877,2419200
24317,89,2,1645,6877,26029
24318,9,2,480,764,211199
24324,1112,123,552,6956,1998
24327,3876,1913,869,8586,598
24336,2,2,683493,6877,735873
24345,2,1,991809,6877,49122
24363,12,2,737481,1146,194428
24366,1,1,1867,6877,2419200
24372,1,1,720,6877,2419200
24379,1,1,34452,0,2419200
24403,1,1,4798,6877,2419200
24415,2,1,345869,6877,42708
24416,1100,150,353,6918,28
24418,1181,24,26215,6842,1704
24426,1,1,131109,0,2419200
24429,68,65,1069,8454,61
24431,1,1,15461,0,2419200
24440,1,1,99722,10463,2419200
24460,24,1,547,0,10616
24461,14,1,3459691,0,133415
24493,1,1,11581,0,2419200
24497,1,1,387,6877,2419200
24503,24,3,238835,573,87211
24556,2241,1607,547,8641,320
24595,19,1,213830,0,114639
24598,234,50,726,6982,5171
24603,38,1,566,0,65137
24637,5,1,355636,0,419767
24668,6370,796,932,7926,342
24689,3,2,3530063,6877,172225
24695,1,1,137877,0,2419200
24697,3,1,2420,6877,257435
24717,2,1,1302,6877,72
24721,3984,3103,842,8314,213
24731,1,1,4412964,0,2419200
24734,1,1,994,0,2419200
24742,26,10,1170,7151,53075
24759,1,1,849064,6877,2419200
24785,89,1,675,6877,26420
24798,2895,1473,856,8609,759
24803,2,1,912,6877,324635
24822,1,1,1329,0,2419200
24841,139,15,433,6877,12108
24843,6,1,62981,6877,362223
24866,3,1,22977,6877,46939
24872,5,2,407,6877,40147
24877,9,1,906278,0,96093
24889,68,4,12950013,4551,17820
24898,4,1,5152663,6877,362326
24934,2443,177,388,6901,578
24935,50,3,685,1100,1424
24944,4,4,171,10479,2855
24960,1,1,785904,6877,2419200
24962,1,1,74400,6877,2419200
24986,11,1,72068,0,117714
24995,2,1,299466,0,4387
24998,46,3,138871,4186,46678
24999,11,2,33112,6252,171970
25004,2,2,142454,6877,692985
25005,1,1,32273,6877,2419200
25013,1,1,8529,6877,2419200
25040,6,1,50542,6877,361650
25043,56,46,1617,3483,12252
25052,1,1,7182,0,2419200
25059,1,1,1459952,6877,2419200
25066,36,17,992,10926,24056
25087,1,1,5511,6877,2419200
25112,1,1,2233,6877,2419200
25113,7,1,142229,0,186020
25120,1,1,46961,0,2419200
25127,1,1,463,17003,2419200
25140,16,11,1001,9669,522
25183,2,1,43711,6877,181891
25185,1,1,181955,6877,2419200
25197,1,1,214,6877,2419200
25219,1,1,11821,0,2419200
25226,1,1,2600,6877,2419200
25227,10,10,968,8639,336
25236,4,3,939,7768,111883
25237,51,1,496418,0,36086
25245,1,1,11621,0,2419200
25246,2690,265,349,6918,278
25250,3,2,1546699,0,448297
25256,1,1,4541,6877,2419200
25262,6,1,313912,6877,373997
25267,1,1,1026,6877,2419200
25270,3,1,56292,0,181886
25291,11,1,2105,6877,49612
25300,1,1,2251,0,2419200
25313,10,3,19098591,6877,190206
25328,117,107,515,8292,45
25357,1,1,47707,6877,2419200
25368,3648,940,2351,3171,322
25377,2,1,75909,0,322269
25399,3134,1278,525,9747,758
25409,3,3,1038044,6877,235595
25426,11,2,22602,0,194100
25429,1,1,15003,6877,2419200
25433,3,1,82062,0,393069
25434,1,1,10524345,6877,2419200
25439,879,668,6324,8530,1376
25445,1,1,1290,0,2419200
25463,1,1,2031,6877,2419200
25488,8,1,212063,6877,245204
25504,2,1,10184,0,128824
25512,43,1,274475,0,48852
25526,1175,759,604,11469,4
25531,2,1,409,0,23
25538,140,90,9083,10299,6198
25550,102,25,428,9920,21674
25558,17,1,783,6877,137683
25559,3,1,1856782,6877,587559
25566,6,1,14532,0,261185
25567,2,1,786664,6877,541140
25572,132,2,344,104,10248
25573,3,1,374,0,144808
25605,7,2,3046674,5895,250842
25610,25,1,71771,0,56374
25612,24,1,47330,0,82894
25621,106,99,670,8073,81
25639,1,1,4689,6877,2419200
25642,3,1,586,0,284391
25664,3,1,444,0,203288
25685,4,1,3440797,0,494437
25688,59,1,1447,0,26857
25708,5,1,12969,6877,414936
25719,5,1,2290,0,417152
25724,10,1,1162341,0,171403
25728,13,1,128351,0,158141
25740,3,2,168,6877,103906
25758,3,1,746987,6877,402574
25765,23,2,348447,3588,92531
25794,2,1,105850,6877,4646
25800,115,1,273013,6877,19003
25802,1,1,29068,0,2419200
25813,41,1,404532,0,44439
25823,3,1,596,6877,84365
25835,7,1,647359,0,234680
25848,5,1,80370,6877,157083
25862,2,1,6437,6877,14968
25863,3,1,158760,0,170852
25864,1,1,131437,0,2419200
25871,10,1,709,6877,117
25897,21,1,355468,0,99756
25905,1,1,1377572,6877,2419200
25914,1165,992,1011,8807,192
25919,250,111,510,10430,81
25923,2,1,8385,0,224621
25930,2,1,984472,6877,477325
25949,3,1,590528,0,152771
25950,2,1,955451,6877,868860
25962,1,1,2908,0,2419200
25973,4,1,14106,6877,351965
25977,274,216,1927,8523,2875
25997,6,6,272,6877,23393
25998,25,2,16235,0,55012
26006,1,1,94229,0,2419200
26007,3,1,170285,0,480067
26008,1,1,3419,0,2419200
26010,1,1,149921,6877,2419200
26022,1,1,30167,6877,2419200
26040,1,1,453156,6877,2419200
26049,924,148,363,6883,20
26051,6,1,1294265,0,245161
26061,2,1,57690,0,54
26068,1,1,2215,6877,2419200
26071,1,1,1624,0,2419200
26082,1,1,1626224,6877,2419200
26090,1,1,181426,6877,2419200
26097,2,1,24296,6877,122510
26108,2286,1631,4101,8602,228
26146,6,1,193725,0,232331
26152,4,1,163521,0,455985
26162,2,2,34407,3439,38605
26165,6,1,61743,6877,366047
26168,2402,865,546,9806,751
26170,1,1,224,6877,2419200
26180,7,1,873599,0,234567
26188,1230,985,2197,8716,1040
26193,308,11,169,8795,7917
26197,5239,791,646,8254,63
26225,1,1,442542,6877,2419200
26234,15,1,53234,6877,128011
26253,1,1,1519953,0,2419200
26255,3,3,2248130,2292,721539
26257,12,1,4279032,6877,125821
26263,24,3,1000744,6877,87760
26279,8,1,1038594,6877,229506
26283,1,1,1292,6877,2419200
26284,66,22,857,6958,34370
26291,4253,964,491,7385,533
26294,1,1,4059,6877,2419200
26327,2,1,1556687,6877,1004921
26331,8,2,1299859,0,199087
26351,1,1,103221,0,2419200
26355,1,1,318653,6877,2419200
26365,2,2,894336,6877,370461
26371,2,1,378,6877,106966
26379,2,2,168,6877,354203
26388,534,99,6817,6906,3600
26391,1,1,1317287,0,2419200
26422,1,1,656,6877,2419200
26440,2,2,336718,6877,214695
26441,14,1,363,6877,34
26442,3,3,13848,6877,198210
26463,8,1,458113,6877,269635
26467,4525,275,389,6969,302
26468,242,111,598,7585,8566
26476,40,18,189,9947,44180
26492,5892,2624,853,8671,407
26507,9,1,1669160,0,211598
26516,1550,375,764,7440,1546
26522,8,2,265007,2579,77791
26525,733,604,905,8848,797
26541,221,200,849,8770,4332
26558,5,1,48104,0,361122
26561,1,1,7283,0,2419200
26574,8,7,1987,8365,10
26579,1,1,4630,0,2419200
26587,1,1,1504,6877,2419200
26595,2,1,4067850,0,265832
26600,1,1,13408,6877,2419200
26619,2,1,21490,6877,518854
26626,25,1,1287756,6877,89603
26634,1,1,3640665,6877,2419200
26678,4,1,8807,0,246988
26690,7,2,1252564,0,234630
26692,1,1,3557,0,2419200
26706,20,3,125166,6877,108037
26712,5,1,200032,6877,52110
26724,6,3,36145,6877,363994
26726,3,1,25670,6877,352273
26733,1,1,34170,6877,2419200
26737,1,1,17870,6877,2419200
26744,2,1,18634,6877,294939
26745,438,2,360,63,2115
26748,1,1,6183,0,2419200
26753,3,1,397,0,24254
26754,13,2,7052,6877,19837
26755,11,3,3943823,6877,176443
26784,578,18,438,6877,1881
26790,1,1,3239,0,2419200
26822,2,1,3072,0,41600
26824,2,1,2106264,0,307783
26844,8,3,591,860,199791
26850,1,1,72513,6877,2419200
26856,949,718,3158,8359,2225
26860,1,1,1480,6877,2419200
26866,5,1,4829963,6877,331704
26869,5,1,19529,6877,116975
26875,31,24,300,6877,24
26878,57,3,185416,6877,38301
26880,3096,2154,4200,8674,744
26888,18,1,319,6877,24015
26907,1,1,1666505,6877,2419200
26918,2,1,5525,0,215112
26926,2365,30,436,6877,854
26958,1,1,3221,6877,2419200
26962,4,3,1689,6877,154436
26967,1,1,514184,6877,2419200
26979,1,1,751662,0,2419200
27002,1,1,61188,0,2419200
27006,10,2,740,0,28031
27014,3,1,6069100,6877,322719
27022,6,2,3422617,0,303589
27026,1,1,2594,6877,2419200
27030,2,1,140689,0,6447
27031,2,1,85834,6877,59914
27034,485,89,353,6898,52
27059,4,1,1619377,6877,159233
27067,2294,29,434,6877,1056
27068,1,1,1946,6877,2419200
27071,10,2,1328104,6877,190840
27073,1,1,11190,6877,2419200
27083,3,2,104199,0,360824
27094,4,1,1513781,0,517209
27102,8,1,103050,0,238252
27126,3,1,440733,0,720261
27142,14,1,232331,6877,139726
27151,2,1,6949253,6877,384269
27152,3,2,203,6877,138524
27177,2,1,4339,6877,565504
27181,4,1,389911,0,415341
27184,2,1,206,6877,75
27186,9,1,113954,6877,165254
27230,2,1,197147,6877,164455
27257,1,1,455,0,2419200
27268,2,1,1878480,6877,52271
27281,4332,263,381,7153,80
27285,1575,206,371,6908,169
27296,4,2,186127,6877,323775
27297,2,2,632,0,892183
27327,2,1,4621,0,84111
27334,26,16,175,10202,90725
27345,85,1,87701,0,25654
27356,8,1,112967,6877,238090
27368,2,1,374220,0,160689
27379,2,1,23660,6877,36978
27386,1,1,72266,6877,2419200
27409,3,1,2793908,0,510233
27412,2,2,5100529,0,948873
27436,3,3,314,6877,2
27447,3,1,155973,0,44202
27462,1,1,258,6877,2419200
27494,2,1,243584,6877,65822
27496,2,1,431,17003,577900
27500,1,1,5442,6877,2419200
27501,1,1,3264,0,2419200
27502,1,1,3097,6877,2419200
27504,1,1,2080,6877,2419200
27505,1,1,519,0,2419200
27509,1,1,10647,0,2419200
27519,1,1,13670,0,2419200
27534,5,1,55267,0,241162
27536,2,1,760,0,20086
27537,4,3,168,10479,16973
27539,48,2,224842,430,40227
27552,5,1,3032095,0,53174
27554,20,4,202117,2407,99989
27564,1043,761,11205,7846,2305
27568,2,2,69951,0,1028900
27570,15,1,841525,0,57518
27578,1,1,22773,0,2419200
27597,1,1,2663,6877,2419200
27598,2596,1152,429,7735,147
27603,1,1,27282,0,2419200
27605,1,1,220,6877,2419200
27625,1825,1155,546,8050,424
27633,60,27,527,6943,40530
27637,2,1,1170,0,221
27649,2867,264,352,6940,137
27661,2,1,488,0,104238
27672,1,1,247593,0,2419200
27673,26,1,437287,0,81439
27678,1,1,1401,0,2419200
27696,44,1,1096558,6877,49049
27705,1,1,6382755,6877,2419200
27709,1,1,2330,6877,2419200
27710,6,5,168,11680,217644
27727,9,1,91121,6877,213559
27734,2,1,12237,0,88318
27742,10,1,32190,6877,155489
27753,2,2,168,10479,176373
27759,7,2,1306941,982,157284
27763,3,2,423,2292,480151
27765,2,1,4291145,6877,292472
27774,3,1,166096,0,48996
27788,10,1,111276,0,118604
27823,4,1,1724212,0,152845
27826,3450,1491,756,8352,436
27830,3,1,214827,0,57822
27832,7,1,2501726,6877,294494
27862,418,286,867,8641,5788
27867,11,1,124279,0,149435
27869,3,1,86441,0,22413
27890,2,1,110947,0,173746
27910,4,1,314747,6877,382012
27933,7,1,1659,0,155961
27935,40,15,174,10839,61980
27946,1,1,62723,0,2419200
27947,4,3,2651,6877,443265
27952,1222,148,394,7156,84
27953,4714,1145,846,7974,516
27956,13,5,47544,2317,112713
27960,2,1,1682,6877,185174
27974,2,2,30552,3439,147997
27975,4,1,12911,6877,125739
27986,1,1,55024,0,2419200
28026,21,3,412,6877,111212
28036,8,3,114587,6877,258870
28038,2,2,757,6877,0
28040,4,1,2491706,0,193453
28041,2,1,46897,0,22327
28044,2,2,1862,3439,40394
28047,1,1,13879,0,2419200
28052,4,1,287312,0,193700
28093,58,1,60357,6877,38632
28115,17,1,5093,6877,76897
28117,1,1,17179,0,2419200
28119,5,2,2364,6877,328456
28124,1,1,44499,0,2419200
28128,2,1,48453,0,858578
28134,5996,3484,610,8398,311
28170,46,42,1525,2938,235
28179,2259,157,340,6883,41
28182,768,620,642,8423,618
28187,1,1,438,17003,2419200
28198,2,1,1593,0,174845
28250,1,1,3098,0,2419200
28259,20,1,859230,0,108465
28265,13,11,591,6877,8634
28266,6,1,2060,6877,5047
28307,3,2,6875738,4585,463387
28308,4,1,39184,6877,477816
28332,1,1,5020,6877,2419200
28341,2,1,3623,6877,2635
28348,7,1,43031,0,99452
28356,1,1,34044,0,2419200
28359,1,1,1303,0,2419200
28360,24,1,1232717,0,83283
28364,1,1,168,6877,2419200
28373,3,2,15944,2292,504106
28377,5424,1488,524,10411,429
28384,1,1,6758,6877,2419200
28406,4,1,511825,6877,143487
28420,2,2,2189,6877,274010
28424,1,1,2400,6877,2419200
28441,118,56,373,7237,20132
28455,1,1,4626,0,2419200
28499,2,1,1117,6877,203110
28500,42,1,82884,6877,53368
28501,3,2,183512,6877,608580
28502,6,1,2016490,6877,297948
28504,2,2,1705,6877,1916
28517,6,6,390,6877,562
28535,11,1,1083463,6877,180361
28545,1,1,167988,6877,2419200
28569,21,3,154333,6877,99564
28575,1212,742,875,8580,2025
28578,1,1,1020,0,2419200
28591,48,3,540610,0,43675
28599,1,1,55670,0,2419200
28601,3,2,607801,0,433001
28641,241,3,1579,6820,5380
28649,68,2,187265,1214,32370
28656,4,1,15869,6877,191580
28665,7,3,1122139,5895,296038
28669,1,1,14020,6877,2419200
28714,45,5,1686,8333,9493
28715,1,1,318,6877,2419200
28723,2475,176,1089,6988,500
28726,21,4,230322,6877,79345
28740,1,1,32929,0,2419200
28743,51,22,94123,7509,18429
28747,1,1,14552,0,2419200
28767,9,1,44945,6877,193314
28772,5,3,1966,7589,21102
28773,1,1,2190,0,2419200
28801,1,1,1092,6877,2419200
28817,15,5,27114,6877,145891
28826,1,1,2875,0,2419200
28827,6914,2983,853,8695,356
28828,292,6,396,6806,8496
28835,28,17,169,8678,11407
28852,1,1,21195,6877,2419200
28865,90,1,1437636,6877,24071
28867,4,1,1861874,0,559970
28879,3,1,1014735,0,323698
28881,4,1,506,0,309
28886,93,1,2048,6877,2117
28895,1057,625,745,8451,218
28896,5,2,3328968,0,273989
28907,21,1,530,0,108358
28912,2,2,29592,6877,164490
28925,11,3,297407,6877,79461
28942,2,1,52138,6877,734718
28943,1,1,2551,6877,2419200
28952,74,19,71458,6251,30585
28982,2,1,1171446,0,32256
28985,109,100,363,8191,5
28992,2018,216,359,6945,541
29008,174,78,578,6952,560
29014,6,1,2705382,6877,109267
29059,1,1,818,6877,2419200
29064,1,1,17510,6877,2419200
29066,2,1,735117,6877,345401
29073,1,1,12713,6877,2419200
29078,9,1,8975,0,237217
29079,60,1,505,6877,27644
29081,1,1,1742984,0,2419200
29082,1,1,650427,0,2419200
29085,1,1,1401,0,2419200
29090,1,1,12675,6877,2419200
29101,1,1,62891,0,2419200
29109,2415,24,446,6877,1002
29120,5,2,5737,6877,330345
29127,1,1,135307,0,2419200
29153,1,1,10555,0,2419200
29163,1327,866,524,8198,248
29169,79,5,1022755,6703,27704
29170,10,2,957328,6189,173388
29173,6,1,408004,6877,119615
29175,230,2,5541,6877,10626
29193,30,13,450,9278,15713
29204,486,19,416,6877,1510
29207,1,1,5737753,6877,2419200
29217,47,18,170,9789,42226
29225,1,1,5892,0,2419200
29229,19,2,8316,0,92362
29238,400,62,554,6896,6199
29241,86,21,170,9976,9301
29250,3,1,1513385,0,203751
29260,50,3,151070,0,44832
29262,8,5,2577,7100,16756
29263,51,1,608407,6877,45889
29267,1,1,29777,0,2419200
29269,19,1,149632,6877,100114
29276,17,1,375141,6877,140356
29284,3,1,2440708,0,38178
29289,132,25,1034,12364,4709
29297,686,556,1710,8690,7
29302,3,3,360741,2292,37393
29305,5539,2360,664,8106,403
29306,1,1,3547,0,2419200
29307,1,1,59032304,6877,2419200
29308,1,1,112570,0,2419200
29309,1,1,10779,6877,2419200
29311,16,3,510,1289,56045
29329,22,1,77553,6877,35560
29332,88,3,574999,6877,24562
29340,39,7,122793,176,62683
29346,3,1,17620,0,546156
29359,8,2,615622,6877,223301
29365,2657,699,494,7499,908
29374,2,1,3483,6877,849009
29380,18,6,170208,4585,113867
29404,1,1,12194,0,2419200
29415,2,1,225,6877,91
29417,80,2,798,6877,21003
29428,1,1,570,6877,2419200
29470,1,1,45766,0,2419200
29472,1,1,3205745,6877,2419200
29483,1,1,2322,6877,2419200
29488,12,1,1178848,6877,116360
29491,2,1,768,6877,28
29502,1,1,6185873,6877,2419200
29505,1,1,4202,6877,2419200
29507,7,2,1252,6877,338739
29524,1,1,564392,6877,2419200
29531,7,1,54607,6877,187014
29533,9,2,86660,3056,230080
29561,28,5,192914,5649,37156
29565,1,1,614,6877,2419200
29574,1,1,21643,0,2419200
29582,20,5,2148,7233,88104
29591,66,40,575,7707,35442
29592,46,1,672185,0,47483
29596,18,1,14119,6877,51880
29603,1,1,3334,0,2419200
29607,9,1,298894,6877,224851
29617,94,1,428121,6877,23231
29625,34,3,55776,6068,64134
29627,1077,812,612,8210,588
29628,1,1,662202,0,2419200
29640,2,1,4013,0,217948
29651,5,1,72895,6877,153146
29655,6,5,168,10479,16304
29666,25,1,470,0,87186
29680,1,1,187051,6877,2419200
29719,1,1,3735,0,2419200
29733,1,1,79610,6877,2419200
29752,2,1,2227530,0,450
29766,1,1,511,0,2419200
29803,1,1,351797,6877,2419200
29806,1331,88,25090,6880,1766
29815,1,1,1428,6877,2419200
29827,2,1,1555236,0,149604
29834,1,1,17498,0,2419200
29835,15,1,3143,6877,1869
29843,386,339,710,8679,1327
29848,3,1,917981,0,476002
29852,6,1,40522,0,230387
29882,97,81,33274,8296,19518
29883,2,1,630261,0,517971
29889,2,1,205384,6877,397998
29897,37,3,404031,6877,26424
29911,4,1,385,6877,51219
29914,1,1,2109142,6877,2419200
29915,1123,966,4222,8874,1734
29933,2830,1958,16884,9989,458
29964,1,1,1034055,6877,2419200
29991,21,2,127500,327,103092
29993,1,1,340,0,2419200
30023,1,1,645001,0,2419200
30025,1,1,562,6877,2419200
30032,3,1,789219,6877,15373
30033,21,1,305942,6877,102813
30035,3,1,366315,6877,441645
30038,1,1,236231,6877,2419200
30039,7,1,357801,6877,138825
30043,1,1,168,0,2419200
30047,95,12,55126,6877,10140
30050,369,43,199,6877,937
30057,401,57,473,6877,5848
30060,7,5,1091,8481,652
30064,4,1,4342655,0,252682
30070,2,1,95886,0,694676
30071,2029,156,342,6894,14
30076,11,1,8694,0,79279
30101,16,3,350108,6877,133874
30105,5,1,1626,0,159643
30110,1,1,17598,0,2419200
30113,3,1,3132,6877,716901
30127,200,5,5992409,309,9983
30129,6,2,1459936,0,349849
30130,1,1,20170,0,2419200
30135,3,1,1085284,0,657907
30160,29,2,2974035,0,72028
30161,13,2,302360,0,56052
30163,2,1,6245,0,270282
30176,1,1,199545,6877,2419200
30182,1331,982,2189,8585,774
30184,1,1,1989,0,2419200
30187,1,1,252043,0,2419200
30210,1,1,11092,6877,2419200
30213,51,6,3443,6982,25535
30219,5,1,643153,6877,254451
30227,3,1,9072,6877,344829
30240,3,1,221479,0,107
30245,2,1,7260,6877,40761
30270,3,1,5619,0,26798
30271,1,1,3775,0,2419200
30284,12,3,114278,6877,164777
30300,5,1,955899,6877,387921
30310,12,1,1363,6877,103703
30323,3,2,46243,6877,423732
30324,5,3,473464,6877,155975
30326,3,1,468,0,1200
30339,12,2,152082,6877,145833
30347,4,1,25450,6877,339506
30350,1,1,17072,6877,2419200
30355,3,1,160883,6877,20408
30359,11,2,945,3126,158044
30362,2,2,559,6877,321255
30365,1,1,10628,6877,2419200
30376,1,1,268344,6877,2419200
30378,1,1,5113605,6877,2419200
30385,1,1,3420356,0,2419200
30386,64,3,477951,6877,28417
30391,1,1,686832,6877,2419200
30394,2,1,2144,6877,63
30416,1,1,124547,0,2419200
30418,3561,2511,2347,8936,77
30419,1,1,4785339,6877,2419200
30426,23,2,9329897,0,86063
30431,2,1,130218,6877,302497
30443,2,1,516243,6877,431842
30444,1,1,7333,6877,2419200
30465,6,1,240918,6877,114535
30466,35,2,490,196,35841
30476,2,2,168,6877,39047
30482,33,1,167046,0,54973
30488,2,1,232369,6877,128682
30492,21,1,685861,0,103025
30494,8,1,41598,6877,247909
30496,3,1,1410,0,470285
30510,117,117,1152,9018,2
30531,2717,1307,683,8688,662
30532,1,1,318,0,2419200
30539,1,1,412,6877,2419200
30543,5,1,4582721,0,49004
30548,3,1,360305,0,463159
30550,1,1,168476,6877,2419200
30551,15,1,2223109,0,99159
30552,1,1,3680,6877,2419200
30564,93,87,1260,7627,558
30565,1,1,60238,0,2419200
30566,1,1,11384,6877,2419200
30580,6,3,8925,6877,314014
30587,1,1,6619,6877,2419200
30588,3,1,16550,6877,203482
30592,12,2,28288424,4585,179488
30597,2,2,172,10479,3424
30605,10,1,3633217,0,174361
30636,1,1,7679,6877,2419200
30640,4,1,6983,6877,456180
30649,86,1,500,6877,9806
30653,1976,1171,555,8160,1190
30655,5,2,45564,1375,317319
30728,16,1,220,6877,17332
30739,1539,174,406,7079,133
30742,3,1,139561,0,547917
30745,1,1,169533,6877,2419200
30758,6,1,69075,6877,379389
30768,1,1,8681,6877,2419200
30769,5,2,819298,6877,363882
30782,3,3,172,9278,88693
30783,2120,5,569712,2767,1008
30811,10,1,47388,6877,139362
30814,3,1,794814,0,516138
30819,2,1,1875016,0,720245
30831,1,1,495930,0,2419200
30846,1,1,3361,0,2419200
30847,2,1,161271,0,11708
30852,1,1,37288,0,2419200
30854,5,1,41104,6877,225359
30861,1,1,23512,0,2419200
30864,2,1,172003,6877,359256
30869,22,1,650632,0,90942
30874,39,4,1155,6877,42698
30886,84,14,477,6795,2259
30899,53,2,122632,0,37572
30905,1,1,3646,6877,2419200
30913,3,2,8297448,2292,24180
30916,5,3,22991,6877,343612
30917,1,1,366734,0,2419200
30922,2,1,274603,6877,294480
30934,1,1,696,0,2419200
30994,8,3,106038,6877,217108
30996,2,1,4822,0,657483
31007,8,1,13829798,6877,9623
31030,4,1,85671,6877,59800
31053,90,1,375,0,3403
31060,51,1,763113,6877,42083
31065,2,2,13892,0,624420
31084,33,5,339,1293,69796
31095,4,1,656995,0,459146
31119,2,2,317036,3439,112706
31122,1,1,180,6877,2419200
31144,1,1,240,6877,2419200
31150,237,41,671,6938,9173
31155,74,62,564,8246,1335
31180,14,8,390,6877,93594
31186,1,1,416148,0,2419200
31206,42,1,19684331,0,47683
31211,1,1,1524,6877,2419200
31229,6,1,48608,0,245386
31240,1,1,214,6877,2419200
31245,57,3,320199,6877,38342
31250,5,1,3707,0,321612
31271,2804,1748,528,8189,151
31276,1,1,717,6877,2419200
31294,1,1,1891,6877,2419200
31297,1,1,8203,6877,2419200
31303,2843,1973,2210,8976,207
31310,957,791,2310,8767,1166
31320,2,1,3865,6877,52415
31321,3,1,39118,0,98410
31340,148,16,450,6877,83
31351,6,2,7994,6877,129824
31383,1,1,48006,6877,2419200
31397,3,1,100968,0,640695
31423,1,1,406,6877,2419200
31424,18,2,524,1910,39170
31437,1,1,347,0,2419200
31456,2,1,531306,6877,42598
31493,1,1,53049,0,2419200
31503,59,2,377435,6877,36454
31504,1,1,3311,0,2419200
31505,1,1,1862,0,2419200
31518,1,1,185725,6877,2419200
31525,847,471,48525,7574,8
31540,3,1,1145637,0,287963
31544,926,730,558,8516,106
31551,1,1,152374,6877,2419200
31557,1,1,1063109,6877,2419200
31578,1,1,373029,6877,2419200
31579,2,1,319336,0,731786
31581,6,4,2316,6877,258903
31608,3,1,1503423,0,551273
31642,1,1,2080,6877,2419200
31645,6,3,2194201,6877,247311
31647,2,1,1173,6877,0
31653,303,181,1167,7454,25
31654,81,1,770,6877,2136
31655,92,1,182896,0,26386
31658,61,1,148249,6877,21394
31659,12,3,145475,6877,101103
31662,23,1,219798,6877,68842
31668,2,1,120424,6877,344639
31677,3,1,56068327,0,30825
31682,1,1,1353,0,2419200
31685,1,1,789115,0,2419200
31719,1,1,18366,6877,2419200
31727,2,1,3173,2812,602687
31736,4,1,1325365,0,46816
31738,7,1,7624846,0,165923
31751,27,3,1351904,1528,79941
31770,1,1,12690354,0,2419200
31773,4,1,17384,0,302290
31774,25,2,689304,0,35148
31778,1,1,2051114,0,2419200
31780,1558,160,344,6901,21
31800,10,5,596120,3439,95144
31801,1341,143,538,7002,1856
31803,1,1,168,6877,2419200
31808,4,4,1911,6877,496240
31811,3,1,1524,6877,28413
31818,9,1,2127,6877,1207
31825,28,2,975382,0,31433
31846,2,1,443618,0,3367
31858,1,1,1664,6877,2419200
31869,8,3,44852,6877,238069
31872,7,1,1003276,0,99375
31878,20,12,379,6877,47772
31882,2,1,1836018,0,951522
31883,26,1,191120,0,77470
31889,1,1,63221,0,2419200
31930,1,1,196711,6877,2419200
31932,162,16,1176,7003,15019
31960,23,6,268808,7991,104816
31965,5,2,58602,6877,415151
31977,34,3,697958,0,63239
31980,1083,759,583,8397,1273
32000,1,1,12004,0,2419200
32003,2,1,114754,0,518123
32012,302,69,380,7348,129
32042,1,1,7484,0,2419200
32043,5,1,90461,6877,155789
32047,8,1,461424,0,161280
32048,1334,182,539,6886,1143
32076,22,1,167997,6877,112504
32089,3,1,22062,0,645029
32099,6,1,33921,0,14410
32112,4,2,3047851,6877,348026
32124,1,1,2124,0,2419200
32129,14,1,200582,0,136876
32130,3,1,2193369,6877,512473
32155,3,2,175392,0,232733
32158,5,1,524,6877,538
32162,28,3,311240,3439,12833
32167,7,1,26407,6877,160372
32179,136,38,405,7149,98
32180,2,1,129737,6877,809572
32185,44,23,1489,7035,15710
32189,1,1,2162,0,2419200
32198,1,1,3504,6877,2419200
32201,384,19,426,6716,821
32207,1,1,721,0,2419200
32223,1,1,5070,6877,2419200
32235,1,1,620,0,2419200
32260,4,1,36217,6877,219001
32284,25,4,375081,0,84002
32291,5,2,19911,0,311960
32310,1,1,25146,6877,2419200
32314,1,1,2802,6877,2419200
32317,3,1,40845,0,649
32325,1,1,2824,0,2419200
32329,1,1,2569,6877,2419200
32332,631,337,21225,12014,3739
32348,5,1,47185,0,153244
32350,19,1,542887,0,96200
32352,2,1,176615,6877,756158
32387,17,2,102102,405,56476
32391,2,1,5263,6877,4589
32396,59,1,31394,0,22793
32407,1560,929,1319,8143,671
32419,115,105,1603,8351,6
32422,3873,2886,1540,8631,219
32423,834,701,1874,8438,537
32434,1,1,1018,0,2419200
32444,10,3,99481,6877,184738
32446,99,1,1461,6877,22035
32448,4,1,39071,6877,519787
32449,1,1,19883,0,2419200
32454,3,1,56398,0,219404
32465,2,1,3219218,0,508873
32467,1,1,53885,6877,2419200
32476,5,2,1329810,0,394046
32477,1,1,20354,0,2419200
32494,6,4,4767,2292,255727
32499,3,1,341,6877,14
32500,5,1,254962,6877,37979
32509,270,202,30060,7388,15
32511,1,1,9779,6877,2419200
32535,2495,236,380,6973,475
32542,1,1,172,6877,2419200
32566,1,1,3147,0,2419200
32581,9,1,2112,6877,11668
32596,4,2,7466,0,109124
32597,3,3,464818,6877,464525
32611,8,2,1368332,0,196418
32620,18,1,546405,6877,33258
32636,28,1,308,0,24493
32653,9,4,2120,7273,126272
